,last_weight,average_weight,last_weight^2,last_weight fasting,last_weight morning_temperature,last_weight evening_temperature,last_weight morning_do,last_weight evening_do,last_weight morning_salinity,last_weight morning_pH,last_weight transparency,last_weight long_cycle,average_weight fasting,average_weight morning_temperature,average_weight evening_temperature,average_weight morning_do,average_weight evening_do,average_weight morning_salinity,average_weight morning_pH,average_weight transparency,average_weight long_cycle,average_adg
568,18.2,18.2,331.23999999999995,18.2,509.59999999999997,546.0,90.454,102.648,401.821875,145.429375,691.6,1164.8,18.2,509.59999999999997,546.0,90.454,102.648,401.821875,145.429375,691.6,1164.8,0.189
569,20.0,12.779,400.0,20.0,565.4208510638298,603.7527659574469,104.7876595744681,118.05085106382977,319.4972340425532,156.10170212765956,847.127659574468,2080.0,12.779,361.27565278723404,385.7678298085106,66.95407508510638,75.42859128723403,204.14275769148935,99.74118257446808,541.2722180851064,1329.016,0.048
570,20.1,13.072,404.01000000000005,20.1,567.028270212766,608.2135978723405,104.22598404255321,122.49538723404257,315.52755478723407,158.721895212766,733.222340425532,2090.4,13.072,368.76584817021273,395.5506542978723,67.78318723404256,79.66466178723404,205.20279582978722,103.22450817021277,476.8498723404255,1359.4879999999998,0.431
571,20.09,13.17,403.6081,20.09,569.9787330851063,608.7220843617022,103.87278031914893,113.3076,316.9433664361702,159.7997070212766,765.379131205745,2069.27,13.17,373.64957265957446,399.0477775531915,68.09380372340425,74.27879999999999,207.77223175531913,104.75670191489361,501.744308510685,1356.51,0.39
572,20.9,13.884,436.80999999999995,20.9,591.1055840425532,633.2624404255318,110.45716702127659,117.87599999999999,326.3263744680851,166.67483191489362,856.9,2152.7,13.884,392.67511621276606,420.6801781276596,73.37738310638298,78.30575999999999,216.78064034042555,110.7231275744681,569.244,1430.0520000000001,0.273
573,12.7,9.717,161.29,12.7,344.09880062499997,381.0,59.788186875,73.90987249999999,301.77232,99.897009375,484.50499999999994,1016.0,9.717,263.27622406875,291.51,45.74502455625,56.549781975,230.89146720000002,76.43301103125,370.70355,777.36,0.263
574,10.1,8.295,102.00999999999999,10.1,276.84159411764705,291.1159835294117,48.82714294117647,56.96399999999999,144.78225235294119,79.6426588235294,379.427294117647,838.3,8.295,227.36643794117646,239.0898102352941,40.101104029411765,46.7838,118.90780032352941,65.40949058823529,311.6187529411764,688.485,0.266
575,16.0,11.038,256.0,16.0,438.25085714285717,480.0,80.14409523809525,90.24,225.4546666666667,125.82257142857142,601.009523809524,1328.0,11.038,302.3383100714286,331.14,55.28940770238096,62.25432,155.5355381666667,86.80184646428572,414.62144523809536,916.154,0.267
576,16.79,9.868,281.90409999999997,0.0,452.85988,496.2109950495049,79.53373128712872,100.90083490099009,495.76863673267326,132.58780396039603,638.02,1695.79,0.0,266.159696,291.6384811881188,46.744422891089116,59.30252762376238,291.37849358415843,77.92593504950496,374.98400000000004,996.668,0.331
577,15.63,9.578,244.29690000000002,0.0,422.8301152941176,461.1033882352941,75.08146323529412,94.25303735294118,460.8025873529412,123.27227764705884,593.94,1578.63,0.0,259.10856329411763,282.5622682352941,46.00961323529412,57.75787535294117,282.3779386862745,75.54074698039216,363.964,967.3779999999999,0.29
578,11.81,8.377,139.4761,11.81,318.87981138461544,349.9966176923077,60.57748723076923,66.4594123076923,275.0579887692308,92.77263738461538,448.78000000000003,755.84,8.377,226.1859593538462,248.25755007692308,42.9684682923077,47.140600923076924,195.10252090769234,65.80494355384616,318.326,536.128,0.328
579,23.56,15.092,555.0735999999999,0.0,638.4835825287356,707.7846455172414,117.09319999999998,132.8784,757.8721222988505,188.3229333333333,895.28,2026.1599999999999,0.0,408.99805719540234,453.3907415172414,75.00724,85.11888,485.4756396321839,120.63538666666666,573.496,1297.912,0.267
580,7.1,4.833,50.41,7.1,197.3876819672131,208.2035426229508,37.91120655737705,40.044,163.29999999999998,58.22593606557376,269.8,433.09999999999997,4.833,134.36262914754099,141.72503119672132,25.80631849180328,27.258119999999998,111.159,39.63464070491803,183.654,294.813,0.27
581,36.5,19.36,1332.25,36.5,1034.2382352941177,1109.3852941176472,181.405,205.85999999999999,775.0882352941175,292.8588235294118,1387.0,4380.0,19.36,548.5712941176471,588.4301176470589,96.21919999999999,109.1904,411.11529411764695,155.3355294117647,735.68,2323.2,0.351
582,15.62,7.806,243.98439999999997,15.62,443.4344444444444,462.5255555555555,77.6314,88.09679999999999,326.28444444444443,126.26166666666667,593.56,1374.56,7.806,221.60366666666667,231.14433333333332,38.79582,44.025839999999995,163.05866666666668,63.09850000000001,296.628,686.928,0.39
583,24.58,13.506,604.1764,24.58,688.1071351351351,729.5609729729729,118.57524864864864,138.63119999999998,554.7108108108108,197.105027027027,934.04,2040.1399999999999,13.506,378.0949945945946,400.87268108108105,65.15367405405405,76.17384,304.79756756756757,108.30351891891893,513.2280000000001,1120.998,0.187
584,25.65,13.536,657.9224999999999,0.0,733.2479999999998,773.091,127.48049999999999,144.666,615.5999999999999,201.4209,974.6999999999999,2795.85,0.0,386.94911999999994,407.97504,67.27391999999999,76.34303999999999,324.864,106.293696,514.3679999999999,1475.424,0.328
585,26.35,14.42,694.3225000000001,0.0,754.1370000000001,792.608,130.9595,148.614,632.4000000000001,208.16500000000002,1001.3000000000001,2872.15,0.0,412.7004,433.75359999999995,71.6674,81.3288,346.08,113.918,547.96,1571.78,0.236
586,27.75,14.485,770.0625,0.0,792.3549999999999,837.125,137.9175,156.51,666.0,219.595,1054.5,3024.75,0.0,413.5950333333333,436.96416666666664,71.99045,81.69539999999999,347.64,114.62463333333332,550.43,1578.865,0.449
587,26.01,13.595,676.5201000000001,0.0,743.7126,783.0744000000001,129.2697,146.6964,624.24,205.9992,988.3800000000001,2835.09,0.0,388.72636666666665,409.3001333333334,67.56715,76.6758,326.28000000000003,107.67240000000001,516.61,1481.855,0.329
588,26.86,13.934,721.4596,0.0,768.7332,808.8441333333333,133.49419999999998,151.4904,644.64,209.8661333333333,1020.68,2927.74,0.0,398.79107999999997,419.59918666666664,69.25197999999999,78.58775999999999,334.416,108.87098666666665,529.492,1518.8059999999998,0.332
589,33.33,16.009,1110.8889,0.0,945.9659999999999,1019.898,165.65009999999998,187.98119999999997,560.55,268.155,1266.54,3199.68,0.0,454.36452727272723,489.8754,79.56473,90.29075999999999,269.24227272727273,128.79968181818182,608.342,1536.864,0.355
590,32.25,16.879,1040.0625,32.25,921.7808823529411,981.5382352941176,160.2825,181.89,665.8676470588235,258.75882352941176,1225.5,3805.5,16.879,482.44153529411767,513.7173294117647,83.88863,95.19756,348.501705882353,135.42915294117648,641.402,1991.7220000000002,0.33
591,16.1,12.83,259.21000000000004,16.1,437.521525,475.2828500000001,86.54467500000001,90.804,370.3,135.1641375,611.8000000000001,1465.1000000000001,12.83,348.6584575,378.75024630434785,68.9669677173913,72.3612,295.09,107.71154559782607,487.54,1167.53,0.331
592,39.2,17.181,1536.6400000000003,39.2,1062.0586666666668,1160.4942222222223,194.824,227.25546666666665,872.3306666666666,324.6369777777778,1606.5466666666666,5135.200000000001,17.181,465.49056,508.63396000000006,85.38957,99.603984,382.33451999999994,142.28540600000002,704.13465,2250.7110000000002,0.368
593,23.49,13.072,551.7801,0.0,634.7170720588235,711.1625135294117,116.74529999999999,132.4836,540.27,186.18726705882352,892.6199999999999,2419.47,0.0,353.2150517647059,395.7563378823529,64.96784,73.72608,300.656,103.61174776470587,496.736,1346.416,0.293
594,21.5,12.99,462.25,0.0,593.124191919192,631.7633838383839,99.32348484848485,115.57553030303029,644.0335858585859,168.09851010101008,817.0,2150.0,0.0,358.35736060606064,381.70262121212124,60.00986363636364,69.82912272727272,389.1161060606061,101.56277424242424,493.62,1299.0,0.354
595,19.3,11.677,372.49,0.0,528.4359693877551,564.0700714285714,94.0894693877551,108.04258163265307,525.8757653061225,150.31489897959185,733.4,1930.0,0.0,319.7174515306122,341.2770064285714,56.92656653061224,65.36856091836735,318.1684617346939,90.9444080510204,443.726,1167.7,0.389
596,4.81,4.81,23.136099999999995,0.0,132.44399999999996,143.416,23.905699999999996,27.128399999999996,135.98,36.088,187.41666666670997,283.78999999999996,0.0,132.44399999999996,143.416,23.905699999999996,27.128399999999996,135.98,36.088,187.41666666670997,283.78999999999996,0.545
597,14.75,10.918,217.5625,14.75,403.353946969697,424.50388257575753,66.64921590909091,83.19,378.29839015151504,115.68425,560.5,973.5,10.918,298.56395884848484,314.21921287878786,49.33397554545455,61.57751999999999,280.0177507575757,85.629874,414.88399999999996,720.588,0.29
598,8.45,6.75,71.40249999999999,8.45,236.59999999999997,253.49999999999997,41.9965,47.657999999999994,245.04999999999998,64.85374999999999,321.09999999999997,642.1999999999999,6.75,189.0,202.5,33.5475,38.07,195.75,51.80625,256.5,513.0,0.281
599,8.08,6.292,65.2864,8.08,226.24,242.4,40.157599999999995,45.5712,221.392,63.1048,307.04,614.08,6.292,176.176,188.76,31.27124,35.48688,172.40079999999998,49.140519999999995,239.096,478.192,0.238
600,12.64,10.46,159.76960000000003,12.64,339.7,379.20000000000005,62.8208,71.2896,328.64,99.75066666666667,480.32000000000005,884.8000000000001,10.46,281.1125,313.8,51.986200000000004,58.9944,271.96000000000004,82.54683333333334,397.48,732.2,0.385
601,8.49,7.19,72.0801,8.49,227.532,254.70000000000002,42.195299999999996,47.8836,230.77363636363637,67.071,322.62,568.83,7.19,192.692,215.70000000000002,35.7343,40.5516,195.43727272727276,56.80100000000001,273.22,481.73,0.159
602,23.55,11.588,554.6025000000001,0.0,664.4723076923076,702.5146153846155,117.0435,132.822,556.1423076923078,187.1319230769231,894.9,2402.1,0.0,326.9598769230769,345.67895384615383,57.59235999999999,65.35632,273.65507692307693,92.08003076923077,440.344,1181.9759999999999,0.149
603,5.5,4.85,30.25,5.5,150.62829166666666,161.49554166666667,29.996583333333334,31.02,73.90738888891667,44.48170833333333,209.0,363.0,4.85,132.82676628787877,142.40970492424242,26.45153257575757,27.353999999999996,65.17287929295378,39.224779166666664,184.29999999999998,320.09999999999997,0.304
604,8.3,5.6,68.89000000000001,8.3,232.40000000000003,248.8175824175824,41.251000000000005,46.812000000000005,163.0813186813187,65.69769230769232,315.40000000000003,747.0000000000001,5.6,156.79999999999998,167.87692307692305,27.831999999999997,31.583999999999996,110.03076923076924,44.32615384615385,212.79999999999998,503.99999999999994,0.195
605,6.9,6.4,47.61000000000001,6.9,191.28819400000003,202.116548,35.529802000000004,38.916,99.15392,54.669757999999995,262.2,517.5,6.4,177.42673066666669,187.47042133333332,32.955178666666676,36.096,91.96885333333333,50.70818133333333,243.20000000000002,480.0,0.313
606,6.3,6.3,39.69,6.3,174.52142399999997,183.876336,31.82928,35.532,91.23559199999998,49.39048799999999,239.4,472.5,6.3,174.52142399999997,183.876336,31.82928,35.532,91.23559199999998,49.39048799999999,239.4,472.5,0.145
607,10.64,6.672,113.20960000000001,10.64,297.92,319.20000000000005,55.05608888888889,60.0096,306.1955555555556,87.75635555555556,404.32000000000005,723.52,6.672,186.816,200.16,34.52389333333333,37.63008,192.00533333333334,55.029173333333326,253.536,453.69599999999997,0.15
608,10.5,7.85,110.25,10.5,290.54326229508195,311.6539426229508,50.90210655737706,57.3492786885246,211.64643442622952,82.06077049180327,399.0,609.0,7.85,217.2156770491803,232.99842377049177,38.055384426229516,42.8754131147541,158.23090573770492,61.35019508196721,298.3,455.29999999999995,0.17
609,9.8,7.375,96.04000000000002,9.8,269.14029180327867,286.6328098360656,46.747445901639345,53.71717377049181,200.2912754098361,77.54499016393443,372.40000000000003,568.4000000000001,7.375,202.54180122950817,215.70581352459016,35.1798381147541,40.424913934426236,150.7294036885246,58.35656147540984,280.25,427.75,0.25
610,11.5,8.1,132.25,11.5,314.43410273972603,333.83917123287665,53.27067808219178,62.65042465753425,278.66358904109586,92.80594520547945,437.0,805.0,8.1,221.47097671232876,235.1388945205479,37.52108630136986,44.127690410958905,196.27609315068491,65.36766575342465,307.8,567.0,0.224
611,9.3,7.15,86.49000000000001,9.3,255.66126885245905,271.23648196721314,45.727642622950825,51.96809508196722,196.22405409836068,73.64075409836066,353.40000000000003,539.4000000000001,7.15,196.55678196721314,208.53127377049182,35.156198360655736,39.953965573770496,150.8604286885246,56.616278688524595,271.7,414.70000000000005,0.274
612,25.6,14.175,655.3600000000001,25.6,716.8000000000001,785.3136842105264,127.232,144.384,588.8000000000001,202.24,972.8000000000001,3046.4,14.175,396.90000000000003,434.83677631578956,70.44975,79.947,326.02500000000003,111.98250000000002,538.65,1686.825,0.304
613,27.7,14.218,767.29,27.7,740.4647368421051,853.2328947368421,137.66899999999998,156.22799999999998,637.1,218.83,1052.6,3296.2999999999997,14.218,380.0695894736842,437.9518157894737,70.66346,80.18952,327.014,112.32220000000001,540.284,1691.942,0.236
614,28.5,15.736,812.25,28.5,768.9749999999999,878.8499999999999,141.64499999999998,160.73999999999998,655.5,225.15,1083.0,3391.5,15.736,424.5821263157895,485.24854736842104,78.20792,88.75104,361.928,124.3144,597.9680000000001,1872.584,0.235
615,23.8,13.498,566.44,23.8,641.1594736842106,729.9084210526318,118.286,134.232,547.4,188.02,904.4,2832.2000000000003,13.498,363.6290157894737,413.9623473684211,67.08506,76.12871999999999,310.454,106.63419999999999,512.924,1606.262,0.296
616,5.4,5.4,29.160000000000004,5.4,151.20000000000002,159.45068793103448,27.007075862068966,30.373836206896552,161.15434137931035,41.86564137931035,205.20000000000002,313.20000000000005,5.4,151.20000000000002,159.45068793103448,27.007075862068966,30.373836206896552,161.15434137931035,41.86564137931035,205.20000000000002,313.20000000000005,0.334
617,17.54,12.602,307.6516,17.54,467.6956129032258,526.5772043010753,83.42438924731182,98.92559999999999,323.64129032258063,135.38993978494622,666.52,1631.22,12.602,336.02623225806457,378.3310107526882,59.93809311827957,71.07527999999999,232.52722580645164,97.27388946236559,478.87600000000003,1171.986,0.345
618,18.8,11.747,353.44000000000005,18.8,514.0686842105264,549.9989473684211,93.43599999999999,106.032,382.67894736842106,148.52,714.4,1710.8,11.747,321.2108953947369,343.6615763157895,58.38258999999999,66.25308,239.11327631578948,92.8013,446.38599999999997,1068.977,0.276
619,24.5,14.169,600.25,24.5,723.6511739130435,735.0,121.765,130.38793478260868,496.50315217391307,181.73034782608696,931.0,2474.5,14.169,418.5066727826087,425.07,70.41993,75.40680195652173,287.1409454347826,105.09948156521739,538.422,1431.069,0.255
620,18.6,12.018,345.96000000000004,0.0,527.62,558.0,92.44200000000001,105.7472,331.08000000000004,145.328,648.5200000000001,2120.4,0.0,340.91060000000004,360.54,59.72946,68.326336,213.92040000000003,93.90064,419.0276,1370.0520000000001,0.311
621,9.0,7.0,81.0,0.0,249.48,268.56,44.73,51.739200000000004,159.12,70.95599999999999,342.0,828.0,0.0,194.04,208.88,34.79,40.2416,123.75999999999999,55.18799999999999,266.0,644.0,0.301
622,3.8,3.8,14.44,3.8,103.45016857142858,111.60907619043999,18.886,21.751145714285713,67.56150285714286,29.908985714285716,144.4,269.8,3.8,103.45016857142858,111.60907619043999,18.886,21.751145714285713,67.56150285714286,29.908985714285716,144.4,269.8,0.336
623,7.17,5.923,51.408899999999996,7.17,200.76,215.1,35.634899999999995,40.4388,164.91,56.643,272.46,380.01,5.923,165.844,177.69,29.43731,33.405719999999995,136.229,46.791700000000006,225.074,313.919,0.211
624,5.33,4.363,28.4089,5.33,149.24,159.9,26.490099999999998,30.0612,122.59,42.107,202.54,282.49,4.363,122.16400000000002,130.89000000000001,21.68411,24.60732,100.349,34.46770000000001,165.794,231.23900000000003,0.183
625,4.64,4.64,21.5296,4.64,127.11744,138.88448,23.060799999999997,26.169599999999996,128.43519999999998,35.3568,196.1173333333952,287.68,4.64,127.11744,138.88448,23.060799999999997,26.169599999999996,128.43519999999998,35.3568,196.1173333333952,287.68,0.15
626,17.24,17.795,297.21759999999995,17.24,468.8766904761905,511.70146619047614,79.33150190476191,99.38018523809524,396.52,138.6668614285714,655.1199999999999,1465.3999999999999,17.795,483.9710386904763,528.1744542261905,81.88538726190477,102.57948934523812,409.285,143.13090482142857,676.21,1512.575,0.195
627,14.0,10.75,196.0,14.0,382.86315789473684,418.3052631578948,69.58,78.96,322.0,110.59999999999998,532.0,1120.0,10.75,293.9842105263158,321.1986842105263,53.427499999999995,60.629999999999995,247.25,84.92499999999998,408.5,860.0,0.126
628,5.3,5.3,28.09,5.3,143.25588235294117,157.00470588235294,26.340999999999998,29.891999999999996,121.89999999999999,41.87,187.05882352941177,275.59999999999997,5.3,143.25588235294117,157.00470588235294,26.340999999999998,29.891999999999996,121.89999999999999,41.87,187.05882352941177,275.59999999999997,0.227
629,9.8,7.165,96.04000000000002,9.8,270.10106666666667,287.27066666666667,48.706,55.272,151.05066666666667,77.42000000000002,372.40000000000003,744.8000000000001,7.165,197.47695333333334,210.03003333333334,35.61005,40.410599999999995,110.43653333333334,56.603500000000004,272.27,544.54,0.12
630,13.2,10.135,174.23999999999998,13.2,365.2832432432432,388.97189189189186,65.604,72.76767567567566,209.5945945945946,104.28,495.2675675675676,990.0,10.135,280.46558108108104,298.6537972972973,50.37094999999999,55.871241891891884,160.9273648648649,80.0665,380.26793918918924,760.125,0.268
631,12.6,9.358,158.76,12.6,352.8,378.0,62.62199999999999,75.44543999999999,231.83999999999997,99.54,444.78,945.0,9.358,262.024,280.74,46.50926,56.03320853333333,172.1872,73.9282,330.3374,701.85,0.086
632,11.84,8.694,140.1856,0.0,332.1666461538461,355.1362461538461,59.391261538461535,65.24750769230769,299.42449230769233,91.1497846153846,434.1333333336369,781.4399999999999,0.0,243.90682615384614,260.77318615384615,43.61044153846154,47.9106276923077,219.86457230769233,66.93042461538461,318.78000000022297,573.8040000000001,0.189
633,9.3,7.175,86.49000000000001,9.3,257.052,273.4876363636364,46.221000000000004,52.452,183.63272727272727,73.47000000000001,353.40000000000003,651.0,7.175,198.317,210.99718181818184,35.659749999999995,40.467,141.67363636363635,56.682500000000005,272.65,502.25,0.24
634,10.2,7.317,104.03999999999999,10.2,272.025,306.0,50.693999999999996,57.52799999999999,185.55,80.58,387.59999999999997,836.4,7.317,195.1379338235294,219.51,36.36549,41.26788,133.10483823529415,57.804300000000005,278.046,599.994,0.237
635,16.1,10.34,259.21000000000004,16.1,447.03467741935486,471.9117741935484,80.01700000000001,90.804,346.15000000000003,133.44822580645163,611.8000000000001,1336.3000000000002,10.34,287.10177419354835,303.07874193548383,51.389799999999994,58.3176,222.31,85.70525806451613,392.92,858.22,0.288
636,21.2,13.46,449.44,21.2,593.0439344262295,636.0,105.36399999999999,119.56799999999998,374.30163934426224,167.48,805.6,1759.6,13.46,376.52695081967215,403.8,66.89620000000001,75.9144,237.6462295081967,106.33400000000002,511.48,1117.18,0.232
637,16.8,10.74,282.24,16.8,466.63354838709677,504.0,83.496,94.752,351.17419354838705,138.9251612903226,638.4,1394.4,10.74,298.31216129032254,322.2,53.3778,60.5736,224.5006451612903,88.81287096774194,408.12,891.4200000000001,0.19
638,7.6,6.05,57.76,0.0,210.8271294117647,226.09634901960783,36.30132549019608,42.37909019607843,176.09632156862747,61.969207843137255,288.8,387.59999999999997,0.0,167.82949117647058,179.98459362745098,28.89776568627451,33.735986274509806,140.18194019607844,49.33075098039216,229.9,308.55,0.34
639,6.3,5.05,39.69,6.3,175.3429326923077,186.87278076923076,30.34358653846154,35.877288461538456,144.4594846153846,51.40085192307693,239.4,321.3,5.05,140.55266826923076,149.79484807692307,24.323033653846156,28.758778846153845,115.79688846153847,41.202270192307694,191.9,257.55,0.471
640,5.5,4.6,30.25,5.5,152.4787107843137,163.179068627451,26.96046078431372,30.231127450980388,139.77624509803923,44.727024509803925,209.0,280.5,4.6,127.52764901960782,136.47703921568626,22.54874901960784,25.284215686274507,116.90376862745097,37.4080568627451,174.79999999999998,234.6,0.369
641,6.0,5.05,36.0,0.0,167.31634615384615,178.20276923076923,28.646653846153846,33.50630769230769,147.918,48.53676923076923,228.0,306.0,0.0,140.82459134615382,149.98733076923077,24.110933653846153,28.201142307692304,124.49765,40.85178076923077,191.9,257.55,0.357
642,13.5,10.27,182.25,13.5,371.39673913043475,404.4130434782609,67.095,76.14,310.5,104.84510869565217,541.7608695652174,1309.5,10.27,282.5366304347826,307.6534782608696,51.0419,57.922799999999995,236.20999999999998,79.75994565217391,412.1395652173913,996.1899999999999,0.296
643,10.3,8.27,106.09000000000002,10.3,284.64189189189193,309.695945945946,51.191,58.092,236.9,79.61621621621622,437.3324324324325,782.8000000000001,8.27,228.54256756756757,248.65878378378378,41.10189999999999,46.642799999999994,190.20999999999998,63.924864864864865,351.1397297297297,628.52,0.229
644,10.1,8.257,102.00999999999999,10.1,277.6826666666666,302.4613333333333,50.196999999999996,56.96399999999999,232.29999999999998,78.06626666666666,425.14266666666657,808.0,8.257,227.0124533333333,247.26962666666665,41.03729,46.56948,189.911,63.821105333333335,347.56465333333324,660.56,0.236
645,14.8,10.698,219.04000000000002,14.8,407.96521739130435,444.0,73.556,83.472,340.40000000000003,114.66782608695651,563.4456521739131,1435.6000000000001,10.698,294.8926956521739,320.94,53.16906,60.33672,246.054,82.88624347826087,407.27983695652176,1037.7060000000001,0.216
646,15.2,10.918,231.04,15.2,419.81739130434784,456.16521739130434,75.544,85.728,349.59999999999997,117.78347826086956,619.8956521739129,1474.3999999999999,10.918,301.5504130434782,327.65867391304346,54.26245999999999,61.57751999999999,251.11399999999998,84.60263260869564,445.2645217391304,1059.0459999999998,0.187
647,21.48,10.652,461.3904,21.48,601.44,644.4,99.87353378368702,121.1472,485.1577297297298,159.544635135377,816.24,2685.0,10.652,298.256,319.56,49.52760157652859,60.077279999999995,240.59125405405408,79.11868963975958,404.77599999999995,1331.5,0.188
648,22.18,13.055,491.9524,22.18,621.04,665.4,110.23459999999999,125.09519999999999,485.31741142857146,175.222,842.84,3327.0,13.055,365.53999999999996,391.65,64.88335,73.63019999999999,285.65459000000004,103.1345,496.09,1958.25,0.265
649,38.63,21.789,1492.2769000000003,0.0,1081.64,1124.133,191.99110000000002,217.8732,888.49,305.177,1545.2,5060.530000000001,0.0,610.0920000000001,634.0599000000001,108.29133,122.88996,501.14700000000005,172.1331,871.5600000000001,2854.3590000000004,0.261
650,14.9,8.412,222.01000000000002,14.9,420.07163636363634,448.8150909090909,74.053,84.036,342.7,118.90199999999999,610.6290909090909,1192.0,8.412,237.15722181818182,253.38473454545456,41.80764,47.44368,193.47600000000003,67.12776,344.73905454545456,672.96,0.191
651,19.0,10.682,361.0,19.0,533.0018181818182,572.4527272727273,94.42999999999999,107.16,437.0,151.1709090909091,828.7454545454545,1482.0,10.682,299.65923272727275,321.8389490909091,53.08954,60.24648,245.686,84.98987636363637,465.92941818181816,833.196,0.158
652,8.2,5.392,67.24,8.2,220.9444444444444,245.99999999999997,40.754,46.24799999999999,156.97142857142856,66.83650793650793,347.0508994708127,623.1999999999999,5.392,145.28444444444443,161.76000000000002,26.79824,30.41088,103.21828571428571,43.94907936507936,228.207128042271,409.79200000000003,0.464
653,17.0,10.7,289.0,17.0,484.41572857142853,519.3036142857143,84.49,95.88,391.0,132.20122857142854,646.0,1156.0,10.7,304.8969585714285,326.85580428571427,53.178999999999995,60.34799999999999,246.1,83.20900857142856,406.59999999999997,727.5999999999999,0.259
654,9.5,7.733,90.25,9.5,267.1366991525424,289.64292372881357,48.26217372881356,53.58,218.5,76.0888813559322,361.0,541.5,7.733,217.4492731101695,235.76933991525422,39.285409415254236,43.61411999999999,177.85899999999998,61.93634942372881,293.854,440.781,0.345
655,11.2,8.6,125.43999999999998,11.2,313.59999999999997,339.7414339622641,55.663999999999994,63.16799999999999,257.59999999999997,88.48,425.59999999999997,571.1999999999999,8.6,240.79999999999998,260.8728867924528,42.742,48.504,197.79999999999998,67.94,326.8,438.59999999999997,0.158
656,9.6,7.833,92.16,9.6,274.8682867924528,292.3797735849057,46.55981886792452,54.144,220.79999999999998,76.16250566037735,364.8,489.59999999999997,7.833,224.27534275471697,238.56362150943403,37.98990220754717,44.17812,180.159,62.14384446226415,297.654,399.483,0.38
657,17.06,9.088,291.04359999999997,0.0,477.67999999999995,511.79999999999995,84.78819999999999,92.71150866361019,370.11394838709674,128.16187419354836,648.28,2303.1,0.0,254.46399999999997,272.64,45.167359999999995,49.38817061751989,197.16269419354836,68.27286709677418,345.344,1226.8799999999999,0.281
658,18.49,9.758,341.88009999999997,18.49,517.7199999999999,554.6999999999999,91.89529999999999,104.28359999999998,402.928898089172,146.071,702.6199999999999,2514.64,9.758,273.224,292.73999999999995,48.49725999999999,55.03511999999999,212.64360127388534,77.0882,370.804,1327.088,0.371
659,21.76,9.542,473.4976000000001,21.76,609.2800000000001,652.8000000000001,108.28947692307695,121.48209465198278,468.4593230769231,163.05493333361233,826.8800000000001,2524.1600000000003,9.542,267.176,286.26,47.48613,53.2712383809384,205.42458,71.501386666789,362.596,1106.872,0.286
660,21.76,8.926,473.4976000000001,0.0,609.2800000000001,652.8000000000001,105.91382288562629,123.77163781099941,464.5760000000001,166.26372139292656,826.8800000000001,2632.96,0.0,249.928,267.78000000000003,43.446083781116734,50.7713988557436,190.57010000000002,68.20174527358742,339.188,1080.046,0.135
661,19.31,9.054,372.87609999999995,0.0,540.68,579.3,99.74568580237379,112.52875254848726,433.7741185185185,148.13368506177605,733.78,2220.6499999999996,0.0,253.512,271.62,46.768381111066404,52.76205725396187,203.38637333333335,69.45636377780014,344.052,1041.21,0.146
662,20.91,10.71,437.2281,0.0,585.48,627.3,106.04684405628524,119.79905094880027,469.0566293706294,160.13818706303454,794.58,2551.02,0.0,299.88,321.3,54.31667622395098,61.36048951036112,240.24851748251754,82.02199825179818,406.98,1306.6200000000001,0.194
663,17.49,9.348,305.90009999999995,17.49,477.2613790075001,502.0475572517304,81.81715190853046,98.64359999999999,398.4649236641221,132.28514771019067,720.0272519083969,2186.25,9.348,255.08515557244777,268.33279389303465,43.72937312984236,52.72272,212.97027480916034,70.70334824441753,384.83789312977103,1168.5,0.193
664,15.93,7.793,253.76489999999998,15.93,429.86792647043205,477.9,79.1721,89.84519999999999,362.53634558823535,118.5135386029802,553.163393382353,2086.83,7.793,210.29257696070792,233.79,38.73121,43.95252,177.3537816176471,57.97715042894067,270.6090599264706,1020.883,0.182
665,23.51,9.491,552.7201000000001,23.51,658.2800000000001,674.6376081293166,109.25906151774262,132.5964,529.9115772357724,187.70600623299865,893.3800000000001,2586.1000000000004,9.491,265.748,272.35157544684574,44.107943550186945,53.529239999999994,213.92559674796746,75.77701850945938,360.658,1044.01,0.186
666,19.6,10.122,384.1600000000001,19.6,525.727554140502,588.0,90.98623779226499,103.13880254791337,447.42929936305734,156.82704883218855,744.8000000000001,2763.6000000000004,10.122,271.5007297454164,303.65999999999997,46.9878928027197,53.2638244586724,231.0652738853503,80.98996878976594,384.63599999999997,1427.202,0.147
667,15.4,7.999,237.16000000000003,15.4,424.97310183486246,454.30240183486234,76.538,90.76067706422019,191.74236238532112,119.09413394495412,585.2,1647.8,7.999,220.73765205045873,235.97174755045867,39.75503,47.142510119266056,99.59397121559633,61.85934918348623,303.962,855.8929999999999,0.132
668,5.0,4.402,25.0,5.0,139.30021428571428,148.56528571428572,24.849999999999998,28.2,66.41535714285715,40.05635714285714,190.0,340.0,4.402,122.63990865714285,130.79687754285715,21.87794,24.82728,58.47208042857143,35.265616828571424,167.276,299.336,0.239
669,27.3,11.551,745.2900000000001,0.0,730.0103900696957,819.0,125.78491134745319,145.12946453827874,635.973829787234,213.06036524887233,1101.7776595744683,3603.6,0.0,308.8772899521999,346.53000000000003,53.221300768294206,61.40624340225852,269.08914680851063,90.14872816812176,466.17706028368804,1524.732,0.155
